코드	질문	label
69A	코로나 유행인데 강아지랑 산책나가면 위험할까?	470
135A	아이들이 코로나에 약한 편인가요?	65
186A	무증상 확진자가 재확진이 되면 어떻게 되나요?	176
5A	코로나 검사 받으려는데 얼마에요?	448
259B	코로나가 잘 번식하는 환경 요인은 어떤게 있나요?	322
118A	함께 사는 사람이 호흡기 증상을 보이는데 어떻게 살아야해요?	29
222A	확진자 근처에 있었던경우 어디에 연락해야하나요?	249
0B	숨참기로 corona 자가진단	1
135A	코로나에 아이들이 약한가요?	65
172A	중국 외 지역에서 입국 시 검역은 어떻게 이루어지고 있나요?	153
201A	격리해제된 확진자가 다른 확진자와 접촉하면 어떻게 관리 되는지?	210
113B	열이 계속 38도 이상이면 어디에 문의해?	22
152A	판데믹 기간인데 배타고 여행가도 상관없나요?	112
89B	하루 환기 횟수 	506
251B	코로나 치료비 부담 국가 기관	306
259D	COVID-19 temperature	324
143A	딴 나라에서 출국하면 어떤 절차가 있나요?	85
174A	중국에서 입국할 때 검역 절차	155
220A	접촉자가 되었습니다. 이제 어떻게 되는지 알려주세요	247
203A	코로나로 인해 사망한 사람의 장례식에 참석하면 위험한가요?	213
272B	한국 코로나 사망자 수는 얼마나 되나요?	353
31A	코로나 예방을 위해 학생들은 어떤 것을 할 수 있나요?	377
57B	인플루엔자 백신 맞으면 코로나 안걸려?	439
127C	누가 MIS-C 위험군이야?	50
24A	원격 수업하면 출석 인정은 어떤식을 되나요?	295
245A	자가격리중 코로나 외 질병으로 병원 치료를 하게되면 격리입원치료비가 지원되나요?	286
179B	이시국 수유 요령	163
274B	코로나 확진자 진단 기준이 어떻게 되죠?	361
142C	항공기 내 공기 순환	84
266B	눈물이 코로나를 전파 시킬 수 있나요?	337
38C	휴교일 때 밥	389
103B	개인 방역의 구성 요소 궁금해	6
16B	교내 확진자 발생 시 몇일 간 휴교 하나요?	149
194A	자가격리 중입니다 어떤걸 주의해야 할까요?	191
48B	어떤 효과가 있어요 청소를 하면?	413
4A	코로나 검사 방법이 궁금합니다.	420
183A	코호트 격리란 무엇을 말하는건가요?	172
146A	COVID 미국 입국 과정	91
40B	소독을 치아염소산나트륨으로 했는데 바로 사용해도 됨?	394
211A	접촉자 추적에 참여하려고 갤럭시를 사용했는데 개인정보가 유출될 수 있나요?	231
201A	코로나 확진자가 회복후 다른 확진자와 접촉하면?	210
195B	자가격리 중에 외출하면 돈내야되요?	196
131A	코로나 증상으로 우리 아이가 아프면 어떻게 대처하는게 좋을까요?	58
189A	생활센터 방이 부족하면 어떤 절차가 있나요?	181
263A	코로나에 감염된 사람들이 건강한 상태로 돌아 갈 수 있나요?	331
193A	임상경과 기반 격리해지 기준 근거	190
155B	코로나 기간 중 해외여행은 어떤 위험이 있나요?	122
122B	안전하게 기침하는 방법은 무엇인가요?	41
149A	의심 승객은 어떻게 정해지나요?	100
83B	같이 사는 사람이 코로나 증상을 보이는데 밥은 같이 먹으면 안될까요?	497
2A	코로나 유전자 검사 하려면 몇 시간 걸릴까요?	373
194A	자가격리 중 조심해야할 사항에 대해 알려주세요	191
27A	원격 수업일 떄 어떻게 평가하는지 궁금해요	367
121B	코로나가 일상적으로 공기 통해서도 감염됨?	39
273C	외국 코로나 완치자 수는 얼마나 되나요?	358
20A	학교 비상 운영 계획 	226
147B	여객기 탑승 온도	94
100A	거리두기 2단계는 뭐야?	2
69A	코로나 기간 중 개를 산책시켜도 되나요?	470
136C	마스크 사용이 어려워도 마스크를 꼭 써야하나요?	68
259D	코로나는 어떤 온도에서 생존력이 가장 높나요?	324
67A	동물이 사람에게 코로나 전파할 수 도 있음?	465
77A	코로나 바이러스를 야생동물이 사람한테 전염시키기도 해?	485
267A	코로나는 어떻게 옮나요?	339
250E	코로나19로 인하여 발생하는 격리입원치료비 중 약제료도 있나요?	303
141C	항공 여행 사망 절차	81
240A	격리입원치료비 지원 신청기간	280
58E	천과 나무에서 코로나 바이러스가 얼마나 생존 가능한가요?	444
51A	코로나 방지 위해 건물 출입구에 살균 터널 써도 될까요?	426
112A	COVID-19 기간에 엘리베이터를 타는 경우 어떻게 행동해야 됨?	20
24D	원격 토론 수업은 출석 인정 기준이 뭐에요?	298
181C	언제 격리면제서를 발급 받을 수 있을까요?	169
176C	면역 변화가 코로나 전염에 영향을 미치나요?	159
144A	라오스 여행 가능한가요?	88
26A	온라인 수업 시 출석 기록 방법	346
147A	열이 나면 기내에 들어가지 못하나요?	93
116A	거리두기 지침 위반시 처벌해?	27
59B	혈액 기증자 안전 위한 권고사항 	447
250D	검사료가 코로나 격리입원치료비에 포함되나요?	302
5C	증상이 있어 조사가 필요한 상황이라고 신고 한 경우 일반 친찰 비용은 제가 내야 되나요?	450
171A	각 나라들과 코로나 정보 교류 방식이 궁금합니다.	152
118C	함께 사는 사람이 열이 나는데 어떻게 생활해야해?	31
202A	확진자 이동경로를 볼 수 있는 곳이 있나요?	211
201A	확진자 격리해제 후 코로나 확진자와 접촉하면 다시 격리해야하나요?	210
247A	렘데시비르 임상시험 결과는 어떻게 됬는지 궁금합니다.	288
58B	마스크 코로나 바이러스 생존기간	441
9B	열 스캐너 잠복기 환자 감지	530
145A	미국인 여행 제제사항	90
33B	급식을 먹을 때 다 일회용품을 써야 해?	381
211B	코로나 접촉자 추적시 공개되는 정보는 무엇이 있나요?	232
115B	어떤것들을 식당에서 주의해야 하나요?	26
242A	격리치료비 진료비와 다른 지원제도의 차이	282
169B	코로나 백신으로 헤모필루스 치료제가 사용될 수 있나요?	147
58E	corona 바이러스가 나무 위에서 살 수 있는 기간 	444
50A	공원도 소독해야 해?	424
86A	개인방역 4대 보조수칙에 대해 설명해줘 	502
147A	열이 나면 비행기는 못타나요?	93
16A	교내 확진자 발생 시 대처법	148
43D	몸에 최악인 4급 암모늄 화합물 소독제	401
33A	급식을 제공해야 될 때 어떻게 하면 됨?	380
128B	자녀와 함께 병원에 있을 수 없을 때 다른 방법이 있을까요?	52
27B	원격 수업 하게 되면 수행 평가	368
90A	기침하고 나서 소매 소독해야해?	510
190B	코호트 격리 구역 병상관리	184
273C	외국 코로나 완치자 통계	358
241A	격리입원치료비 지원범위에 대해 알려주세요	281
64A	COVID-19 팬데믹 기간중 사냥꾼이 포획한 사냥감 고기를 먹어도 안전합니까?	458
281A	코로나에 걸렀는지 알수 있는 방법이 있나요?	370
146B	미국도착해서도 코로나 검사해?	92
204B	코로나 장례식에서 주의해야 할 사항들을 설명해주세요	215
118C	집에 열나는 사람이 있는데 어떻게 생활하는게 좋을까요?	31
30A	지역 사회 감염 상태가 심각할 떄 학교는 어떻게 해야해요?	375
47B	코로나 바이러스 핸드폰 위에서 생존기간?	410
145A	미국여행자에 대한 타국 제제사항	90
259F	어떤 계절의 환경에서 코로나 바이러스가 생존력이 높나요?	326
224A	바이러스를 퍼트리는데 증상이 없어도 되나요?	252
268D	코로나가 처음 생긴 동물이 뭔가요?	343
228B	코로나 진단에 마른 기침 여부가 한 요소인가요?	258
244B	외국인도 진료비를 지원해주나요?	285
63A	코로나가 유행하는 이 시국에 반려견과 미국 여행을 가도 됨?	457
56B	독감과 코로나-19의 사망률 누가 더 높아요?	437
149A	인천 공항에선 어떤 기준으로 의심승객을 분별하나요?	100
169A	폐렴용 백신이 코로나19 예방에 도움이 되나요?	146
238A	어떤 서류들을 준비해야 격리입원치료비를 받을 수 있나요?	277
144B	동남아 방문시 주의 사항에 대해 알려주세요	89
33B	학생들이 급식을 먹을 때 일회용품 사용을 못하는 경우 다른 방법이 있나요?	381
164A	코로나 기간중 렌즈 착용이 감염 위험을 더 높이나요?	139
52A	corona 확진자가 갔던 장소 소독하려면 어떻게 하면 될까요?	429
191B	다른 나라에서 왔고 자가격리 중입니다 증상도 없는데 출국 할 수 있나요?	186
206A	코로나 감염자와 접촉했는데 음성이 나오면 어떻게 하나요?	217
45B	이 시국에 아프게 되면 어쩌죠?	407
241A	격리입원치료비 지원 범위를 설명해주세요	281
150B	후베이성 방문 외국인 한국 입국	106
189A	생활센터에 들어가려는데 방이 없데요	181
232B	코로나 후유증에 대해 알려주세요	266
181A	격리면제서가 없는데 나중에 발급 받을 수 있어요?	167
16B	확진자 발생으로 인한 휴교 	149
232B	코로나에서 다 나아도 후유증이 있나요	266
11A	항체 검사에 대해 알려줘 	33
99D	2.5단계 일 때 키즈 카페 이용 가능?	526
262A	성적 행위로 코로나에 옮을 수 있나요?	330
97A	야외에선 코로나 안전해?	521
259C	코로나 바이러스가 잘 퍼지는 습도가 어떻게 되죠?	323
79A	지금 시국에 개를 호텔에 데리고 가도 괜찮을까요?	488
136C	마스크를 스스로 벗기 힘든 사람도 마스크는 필수 인가요?	68
192A	유증상 확진자 격리해제 방법을 알려주세요	187
35A	corona 에 대해 설명해주려면?	384
260A	벌레가 코로나를 전파 시킬 수 있나요?	328
142A	기내 코로나 전염 가능성은 얼마나 낮나요?	82
237A	격리입원 비용 신청시 의사소견서를 법정 감염병 신고서로 대체 가능한가요?	276
94A	소독한 마스크 재사용	514
192A	언제 유증상 확진환자가 격리 해제 될 수 있나요?	187
210A	내가 아프거나 우리 집 가족이 아프면 어떻게 하나요?	227
229A	폐섬유화가 진행 되고 있다는데 코로나 일 수 있나요?	259
194C	자가격리 중에 어떻게 물품을 관리해야 코로나를 예방 할 수 있을까요?	193
152A	코로나가 끝날때 까지 크루즈 여행을 연기하는게 좋을까요?	112
204A	코로나로 사망한 사람을 만지면 위험해 질 수 있어요?	214
77A	코로나 걸린 야생 동물이 사람한테 바이러스 전파하기도 해요?	485
65A	동물의 피부로 코로나 바이러스 전달 가능?	460
104A	생활속 거리두기에 대해 알려주시면 감사하겠습니다 	8
250E	코로나 치료비 지원에 약제 비용도 해주나요?	303
187A	격리가 끝난 사람들은 어떻게 관리 되나요?	177
46A	일상 소독 하는 법 	408
99B	코로나 2.5단계면 몇시부터 음식점 못가?	524
26B	원격 수업 시 교과 교사는 출석을 어떻게 기록해?	347
82A	요양원 애완동물	495
273A	해외 코로나 환자 수는 총 얼마나 되나요?	356
185A	증상이 없는데 확진이 되었습니다. 격리해제는 언제 되나요?	175
149C	의심승객은 어떤 절차를 거치게 되나요?	102
137B	코로나가 근처에 발병하면 아이들에겐 어떻게 말하는게 좋을까요?	71
74A	승마시설을 어떻게 관리하면 안전할까?	481
208B	보건부 직원이 개인정보를 물어볼 수 있나요?	223
137A	제가 사는지역에 코로나가 생기면 아이들은 어떻게 준비 시켜야되죠?	70
44B	코로나바이러스의 가장 흔한 전파 경로는 무엇인가요?	404
255B	사회적 거리 3단계 격상 기준에 대해 알려주세요	314
194B	자가격리 중엔 욕실 사용을 어떻게 해야하는지 궁금해요	192
113C	발열 증세가 보이는 사람은 언제 외부활동 다시 가능해?	23
3A	어디가면 코로나 19 검사가 가능한가요?	391
170B	코로나 항생제 이용 시기	151
153B	공항 안에서 Corona에 걸릴 수 있나요?	115
59B	헌혈센터 코로나 예방 주의사항 	447
144B	동남아 여행하는데 조심해야 하는것들	89
115B	밥 먹으러 식당 갈 때 지켜야 될 것들 	26
207D	밀접 접촉자들은 자가격리를 몇일동안 해야되나요?	221
89A	환기를 공기 청정기가 대체 할 수 있어?	505
153B	공항안은 안전한가요?	115
259E	코로나와 위도는 어떤 관계가 있나요?	325
115B	음식점에서 지켜야 하는 거리두기 지침으론 어떤게 있어?	26
168A	안경 착용하는게 렌즈보다 코로나에 더 낫나요?	145
18A	단계적 개방으로 집이 없는 아이들은 홈스쿨 출석 금지되는지 알려줘요	182
156B	최근 입국했는데 자가격리 해야되나요?	125
17A	교사가 학생을 위해 할 수 있는 일은 어떤게 있을까요?	164
180B	양수에서 코로나가 있을 수 있나요?	166
169A	코로나 치료에 다른 폐렴약들이 쓰이나요?	146
186A	격리해제 되었던 무증상 확진자가 재검사후 확진이 되면 어떻게 되나요?	176
